time T E_n E_d E_v E_b S_v rb r rv bm
46 599.505836 40605.959603 906.638799 -73.205350 36433.712870 -24.421897 3.970041 4.256880 2.242919 2.242919
47 564.546649 40579.956638 880.635834 -73.205350 36433.712870 -25.934208 3.970041 1.893700 -0.120262 -0.120262
48 532.516664 40229.580562 530.259758 -73.205350 36433.712870 -27.494107 3.970041 0.148515 -1.865447 -1.865447
49 1000.000000 40295.259936 65.679374 457.054408 36433.712870 -28.489868 3.970041 3.235574 3.087059 3.087059
50 1000.000000 38148.673989 -2080.906573 457.054408 36433.712870 -28.555548 3.970041 3.938354 3.789839 3.789839
51 11373.286711 42095.669726 3946.995737 -1623.852165 36433.712870 -28.555548 3.970041 2.721513 -1.216841 42.765456
52 11236.724697 39324.396043 1175.722054 -1623.852165 36433.712870 -28.902589 3.970041 0.251047 -3.687307 15.162249
53 3089.783145 39216.225910 -108.170133 -448.130110 36433.712870 -29.007221 3.970041 5.493865 5.242818 5.242818
54 3835.598361 38314.414202 -901.811708 -556.300244 36433.712870 -29.007221 3.970041 0.783492 -4.710373 1.572812
55 10053.441240 42416.544985 4102.130784 -1458.111952 36433.712870 -29.007221 3.970041 1.636114 0.852622 -2.419606
56 1000.000000 39425.106760 -2991.438225 2644.018831 36433.712870 -29.415253 3.970041 3.307458 1.671344 1.671344
57 2362.171687 41224.067360 1798.960600 -347.419393 36433.712870 -29.415253 3.970041 1.844316 -1.463142 -5.151774
58 1000.000000 39947.246966 -1276.820394 1451.541206 36433.712870 -30.176824 3.970041 3.136666 1.292350 1.292350
59 1000.000000 39541.666152 -405.580814 174.720813 36433.712870 -30.176824 3.970041 5.399944 2.263278 2.263278
60 1530.048368 40522.189575 980.523422 -230.860002 36433.712870 -30.176824 3.970041 4.763260 -0.636684 -0.636684
61 1000.000000 40791.259432 269.069858 749.663421 36433.712870 -30.817669 3.970041 5.156642 0.393382 0.393382
62 1000.000000 40573.530333 -217.729099 1018.733279 36433.712870 -31.086739 3.970041 1.100794 -4.055848 -4.055848
63 1000.000000 39395.212871 -1178.317462 801.004179 36433.712870 -31.086739 3.970041 3.778036 2.677242 2.677242
64 2427.487087 39919.557854 524.344983 -377.313282 36433.712870 -31.086739 3.970041 1.988929 -1.789107 4.494078
65 2410.736319 36841.457958 -2553.754913 -377.313282 36433.712870 -31.302742 3.970041 2.384009 -1.394027 -1.394027
66 18727.229813 39057.374026 2215.916068 -2931.068196 36433.712870 -31.302742 3.970041 4.184526 1.800517 33.216443
67 4552.054915 37421.998652 -1635.375374 -715.152128 36433.712870 -31.421068 3.970041 0.968679 -3.215848 9.350523
68 14961.474423 40270.484814 2848.486162 -2350.527501 36433.712870 -31.421068 3.970041 0.296323 -0.672355 -45.247299
69 1000.000000 40179.110403 -91.374411 497.958660 36433.712870 -31.611456 3.970041 1.565662 1.269339 1.269339
70 1000.000000 40400.976530 221.866127 406.584250 36433.712870 -31.611456 3.970041 3.370984 1.805321 1.805321
71 1000.000000 40869.560031 690.449628 406.584250 36433.712870 -31.833322 3.970041 1.761252 0.195589 0.195589
72 1000.000000 38209.458830 -1969.651574 406.584250 36433.712870 -32.523771 3.970041 3.728411 2.162748 2.162748
73 9611.845445 37294.648260 -914.810570 -1563.067324 36433.712870 -32.523771 3.970041 1.325372 -2.403039 10.163332
74 15237.334297 39124.318098 1829.669838 -2477.877894 36433.712870 -32.523771 3.970041 3.710931 2.385559 2.385559
75 3971.394702 37649.756839 -1474.561259 -648.208056 36433.712870 -32.643850 3.970041 5.644668 1.933737 -9.355598
76 13005.631033 40312.354211 2662.597372 -2122.769315 36433.712870 -32.643850 3.970041 5.982726 0.338058 25.470800
77 12924.574327 40600.879339 2951.122500 -2122.769315 36433.712870 -32.848576 3.970041 2.059332 -3.585336 8.981035
78 1000.000000 40902.961337 302.081998 828.353185 36433.712870 -33.076910 3.970041 4.400321 2.340988 2.340988
79 1000.000000 39336.191125 -1264.688214 828.353185 36433.712870 -33.378992 3.970041 2.588074 0.528741 0.528741
80 2614.429012 42749.945138 3413.754013 -436.335029 36433.712870 -33.378992 3.970041 2.953705 0.365631 0.365631
81 2516.006617 40516.180007 1179.988882 -436.335029 36433.712870 -34.684728 3.970041 4.387526 1.799452 1.799452
82 2482.440075 39999.258099 663.066974 -436.335029 36433.712870 -35.153721 3.970041 1.926574 -0.661500 -0.661500
83 1000.000000 40443.171427 443.913328 226.731945 36433.712870 -35.420824 3.970041 3.831487 1.904913 1.904913
84 1000.000000 38893.365679 -1105.892420 226.731945 36433.712870 -35.864737 3.970041 0.226101 -1.700473 -1.700473
85 4902.645561 41636.219690 2742.854010 -879.160474 36433.712870 -35.864737 3.970041 1.857975 1.631874 -8.367261
86 1000.000000 39513.120845 -2123.098845 1863.693536 36433.712870 -36.424201 3.970041 3.761068 1.903093 1.903093
87 1424.356880 38865.102977 -648.017869 -259.405309 36433.712870 -36.424201 3.970041 2.446923 -1.314144 -6.207991
88 4982.528892 40328.422525 1463.319548 -907.423177 36433.712870 -36.424201 3.970041 4.410982 1.964059 1.964059
89 1000.000000 42596.192049 2267.769524 555.896371 36433.712870 -36.717891 3.970041 2.779065 -1.631916 -1.631916
90 1000.000000 40655.196667 326.774142 555.896371 36433.712870 -38.985661 3.970041 4.976192 0.565210 0.565210
91 1000.000000 39035.788129 -1619.408538 882.670513 36433.712870 -39.312435 3.970041 2.921007 -2.055184 -2.055184
92 3748.116962 38202.248917 -833.539212 -736.738024 36433.712870 -39.312435 3.970041 5.349976 2.428968 -8.270983
93 7988.705010 40729.491540 2527.242623 -1570.277237 36433.712870 -39.312435 3.970041 6.095245 0.745269 19.594825
94 7924.932111 40446.921484 2244.672567 -1570.277237 36433.712870 -39.628787 3.970041 6.280080 0.930104 -24.196427
95 1000.000000 39562.687719 -884.233766 674.395331 36433.712870 -39.912029 3.970041 4.929441 -1.350639 -1.350639
96 1051.504725 37457.906474 -2104.781244 -209.838435 36433.712870 -39.912029 3.970041 0.930348 -3.999093 2.284092
97 11598.606937 39179.964442 1722.057968 -2314.619680 36433.712870 -39.912029 3.970041 1.787817 0.857469 -21.567721
98 2958.334074 38611.987641 -567.976801 -592.561712 36433.712870 -40.060500 3.970041 0.890713 -0.897104 5.386081
99 5793.929240 40547.059728 1935.072087 -1160.538513 36433.712870 -40.060500 3.970041 3.238157 2.347444 2.347444
100 1000.000000 37030.884395 -3516.175333 774.533574 36433.712870 -40.394483 3.970041 4.449381 1.211224 1.211224
101 13574.337743 40180.398316 3149.513921 -2741.641759 36433.712870 -40.394483 3.970041 4.410127 -0.039255 -59.124990
102 1000.000000 37175.458032 -3004.940284 407.872162 36433.712870 -40.626502 3.970041 2.360390 -2.049737 -2.049737
103 12785.093300 41024.674505 3849.216474 -2597.068122 36433.712870 -40.626502 3.970041 0.019359 -2.341030 35.358082
104 12691.043832 40332.745204 3157.287172 -2597.068122 36433.712870 -40.927573 3.970041 3.390758 1.030368 7.313553
105 1000.000000 39716.175691 -616.569513 560.219050 36433.712870 -41.176354 3.970041 2.250896 -1.139861 -1.139861
106 273.703026 41538.444257 1822.268566 -56.350463 36433.712870 -41.176354 3.970041 1.735447 -0.515450 -0.515450
107 235.607497 37581.893584 -2134.282107 -56.350463 36433.712870 -47.834185 3.970041 2.643706 0.392810 0.392810
108 9159.276211 38660.661475 1078.767891 -2190.632570 36433.712870 -47.834185 3.970041 2.227163 -0.416543 -23.720425
109 4637.410399 40329.533151 1668.871676 -1111.864679 36433.712870 -47.951964 3.970041 2.079676 -0.147487 6.135698
110 4602.866655 39939.073252 1278.411778 -1111.864679 36433.712870 -48.311835 3.970041 4.715496 2.488333 -6.942659
111 1000.000000 39092.446575 -846.626678 166.547098 36433.712870 -48.589578 3.970041 2.920091 -1.795404 -1.795404
112 2799.281695 39850.842136 758.395562 -680.079579 36433.712870 -48.589578 3.970041 3.589062 0.668970 0.668970
113 1000.000000 40735.309827 884.467691 78.315983 36433.712870 -48.860503 3.970041 3.472532 -0.116530 -0.116530
114 1000.000000 40931.497336 1080.655199 78.315983 36433.712870 -49.744971 3.970041 4.686719 1.097658 1.097658
115 1000.000000 39632.253558 -218.588578 78.315983 36433.712870 -50.825626 3.970041 3.783921 0.194859 0.194859
116 551.975872 42175.824004 2543.570445 -140.272596 36433.712870 -50.825626 3.970041 3.433775 -0.350146 -0.350146
117 506.090997 41214.917114 1582.663556 -140.272596 36433.712870 -55.433745 3.970041 2.984452 -0.799469 -0.799469
118 479.065089 38703.752692 -928.500867 -140.272596 36433.712870 -58.560976 3.970041 3.716383 -0.067537 -0.067537
119 3650.121761 39070.377208 366.624516 -1068.773462 36433.712870 -58.560976 3.970041 0.695272 -3.021112 3.262074
120 2393.903777 37934.398558 -1135.978650 -702.148946 36433.712870 -58.661418 3.970041 0.633941 -0.061331 -1.329212
121 6266.904792 39672.261978 1737.863420 -1838.127596 36433.712870 -58.661418 3.970041 3.604853 2.970912 -29.371535
122 340.231909 39786.999906 114.737927 -100.264176 36433.712870 -58.938726 3.970041 3.602545 -0.002308 -0.002308
123 1000.000000 41224.067360 1437.067454 14.473752 36433.712870 -59.275960 3.970041 1.844965 -1.757580 -1.757580
124 1000.000000 42174.651699 950.584339 1451.541206 36433.712870 -60.713028 3.970041 1.597138 -0.247827 -0.247827
125 1000.000000 41348.959474 124.892114 1451.541206 36433.712870 -61.663612 3.970041 1.541615 -0.303350 -0.303350
126 1000.000000 39716.175691 -1632.783784 1576.433320 36433.712870 -61.788504 3.970041 2.250575 0.708960 0.708960
127 182.397888 37500.560896 -2215.614795 -56.350463 36433.712870 -61.788504 3.970041 2.290246 0.039671 0.039671
128 7354.006354 37151.986945 -348.573951 -2271.965258 36433.712870 -61.788504 3.970041 3.901059 1.610812 7.893998
129 8482.287274 40101.958907 2949.971962 -2620.539209 36433.712870 -61.788504 3.970041 1.165936 -2.735123 -2.735123
130 1000.000000 39623.902183 -478.056724 329.432753 36433.712870 -62.136284 3.970041 1.711716 0.545780 0.545780
131 478.380620 39406.879970 -217.022213 -148.623971 36433.712870 -62.136284 3.970041 3.309315 1.597600 1.597600
132 1176.916798 38826.154300 -580.725670 -365.646184 36433.712870 -62.136284 3.970041 0.777388 -2.531928 -4.086703
133 3046.116658 42298.631413 3472.477113 -946.371854 36433.712870 -62.136284 3.970041 4.300052 3.522664 3.522664
134 2991.238612 40802.822082 1976.667782 -946.371854 36433.712870 -63.276253 3.970041 1.561212 0.783824 -2.338600
135 1000.000000 39746.918866 -1055.903216 1030.295928 36433.712870 -63.937072 3.970041 0.141116 -1.420095 -1.702328
136 80.101535 38209.877948 -1537.040917 -25.607288 36433.712870 -63.937072 3.970041 0.327032 0.185916 0.185916
137 4888.081848 37800.442641 -409.435308 -1562.648206 36433.712870 -63.937072 3.970041 0.725599 0.398566 -1.052631
138 6168.826476 41154.897420 3354.454780 -1972.083513 36433.712870 -63.937072 3.970041 4.518237 3.792639 16.359010
139 6116.803978 39300.564879 1500.122238 -1972.083513 36433.712870 -64.480847 3.970041 4.242999 3.517401 9.800586
140 6093.627510 41122.635988 3322.193348 -1972.083513 36433.712870 -64.726093 3.970041 1.582436 0.856837 -14.874405
141 1000.000000 37217.230741 -3905.405247 1350.109835 36433.712870 -65.271285 3.970041 3.913303 2.330868 2.330868
142 7829.769015 40062.307290 2845.076548 -2555.295412 36433.712870 -65.271285 3.970041 4.942137 1.028834 -8.855440
143 1000.000000 38373.535627 -1688.771662 289.781136 36433.712870 -65.634651 3.970041 2.235609 -2.706528 -2.706528
144 4262.963234 40055.685129 1682.149502 -1398.990527 36433.712870 -65.634651 3.970041 2.682667 0.447058 6.730243
145 4237.487410 41859.515080 3485.979453 -1398.990527 36433.712870 -66.029248 3.970041 4.581186 2.345577 2.345577
146 4185.342602 38984.714604 611.178976 -1398.990527 36433.712870 -66.851900 3.970041 2.243988 0.008378 0.008378
147 2351.748981 39071.957525 87.242921 -787.811550 36433.712870 -66.997928 3.970041 4.142567 1.898579 1.898579
148 2090.156970 38328.629622 -743.327903 -700.568629 36433.712870 -67.035026 3.970041 0.808101 -3.334466 2.948720
149 4307.886871 38824.812739 496.183117 -1443.896532 36433.712870 -67.035026 3.970041 2.577570 1.769469 -9.668857
150 2822.667198 39765.078226 940.265487 -947.713414 36433.712870 -67.150206 3.970041 3.568137 0.990566 -6.145707
151 22.073388 39968.706816 203.628590 -7.447927 36433.712870 -67.483318 3.970041 3.573136 0.004999 0.004999
152 19.418808 39866.514446 101.436219 -7.447927 36433.712870 -76.708390 3.970041 3.619068 0.050932 0.050932
153 18.180754 39564.796160 -200.282067 -7.447927 36433.712870 -81.931997 3.970041 3.566373 -0.001763 -0.001763
154 507.079047 40646.449227 1081.653067 -207.729994 36433.712870 -81.931997 3.970041 4.385488 0.819115 0.819115
155 494.212196 41643.783815 2078.987655 -207.729994 36433.712870 -84.065102 3.970041 3.696431 0.130058 0.130058
156 470.660073 36786.038620 -2778.757539 -207.729994 36433.712870 -88.271772 3.970041 3.886752 0.320379 0.320379
157 6766.574307 37175.458032 389.419411 -2986.487533 36433.712870 -88.271772 3.970041 2.360695 -1.526057 11.040313
158 5880.421224 37133.804572 -41.653459 -2597.068122 36433.712870 -88.329323 3.970041 0.665441 -1.695254 -1.695254
159 5974.735226 40315.392444 3181.587871 -2638.721582 36433.712870 -88.329323 3.970041 0.491499 -0.173942 -0.173942
160 1000.000000 38470.576154 -1844.816289 542.866290 36433.712870 -88.861830 3.970041 0.799162 0.307663 -1.290661
161 2930.279522 39693.105894 1222.529740 -1301.950000 36433.712870 -88.861830 3.970041 4.832509 4.033347 4.033347
162 2916.586165 39885.431881 1414.855727 -1301.950000 36433.712870 -89.279036 3.970041 3.299993 2.500830 2.500830
163 2900.824239 37855.992354 -614.583800 -1301.950000 36433.712870 -89.764142 3.970041 0.976170 0.177008 -8.058517
164 4270.154541 41646.227895 3790.235541 -1916.533800 36433.712870 -89.764142 3.970041 0.162083 -0.814086 -1.138253
165 4228.343595 37429.703933 -426.288421 -1916.533800 36433.712870 -90.651753 3.970041 2.664928 1.688758 -3.641098
166 5168.840400 40254.096314 2824.392381 -2342.822221 36433.712870 -90.651753 3.970041 1.363527 -1.301401 -16.594826
167 1000.000000 39742.832577 -511.263736 481.570160 36433.712870 -91.198180 3.970041 1.240450 -0.123077 -0.123077
168 65.118792 37569.679181 -2173.153397 -29.693576 36433.712870 -91.198180 3.970041 1.317264 0.076814 0.076814
169 4830.901177 38470.576154 900.896973 -2202.846973 36433.712870 -91.198180 3.970041 0.799289 -0.517974 -2.116553
170 2849.383936 37201.279122 -1269.297032 -1301.950000 36433.712870 -91.384666 3.970041 2.301577 1.502288 -3.100867
171 5627.305189 37090.673013 -110.606109 -2571.247032 36433.712870 -91.384666 3.970041 5.297747 2.996170 9.279355
172 5869.372296 38121.251101 1030.578088 -2681.853141 36433.712870 -91.384666 3.970041 2.858608 -2.439139 -8.156356
173 3606.969219 38414.818249 293.567148 -1651.275052 36433.712870 -91.560252 3.970041 4.005460 1.146852 1.146852
174 2963.080740 39880.824609 1466.006360 -1357.707905 36433.712870 -91.641641 3.970041 6.064502 2.059042 8.342228
175 2947.169479 41532.287730 3117.469481 -1357.707905 36433.712870 -92.136398 3.970041 0.165213 -3.840247 2.442939
176 2913.718147 37151.986945 -1262.831304 -1357.707905 36433.712870 -93.194183 3.970041 3.900897 -0.104563 6.178622
177 5623.825731 39887.883811 2735.896867 -2620.539209 36433.712870 -93.194183 3.970041 3.022966 -0.877931 -6.923862
178 1000.000000 38031.440860 -1856.442951 115.357658 36433.712870 -93.680666 3.970041 0.642360 -2.380606 -2.380606
179 3717.064304 40433.783503 2402.342643 -1741.085294 36433.712870 -93.680666 3.970041 1.158486 0.516127 0.516127
180 3691.596055 40647.703877 2616.263017 -1741.085294 36433.712870 -94.326967 3.970041 5.963124 5.320764 -6.605483
181 1000.000000 39342.926890 -1304.776987 875.177724 36433.712870 -95.035675 3.970041 5.602118 -0.361005 -0.361005
182 904.079999 41593.288909 2250.362019 -429.599263 36433.712870 -95.035675 3.970041 0.159451 -5.442667 0.840518
183 881.005231 40362.886391 1019.959501 -429.599263 36433.712870 -97.524793 3.970041 4.540803 -1.061315 -1.061315
184 1000.000000 41439.752633 1076.866241 590.360238 36433.712870 -98.682515 3.970041 2.704090 -1.836713 -1.836713
185 1000.000000 41651.826926 212.074293 1667.226479 36433.712870 -99.759382 3.970041 1.532521 -1.171570 -1.171570
186 1000.000000 40843.029787 -808.797138 1879.300772 36433.712870 -99.971456 3.970041 0.042191 -1.490329 -1.490329
187 1000.000000 41650.834745 807.804958 1070.503633 36433.712870 -99.971456 3.970041 1.611309 1.569118 1.569118
188 1000.000000 37720.347459 -3122.682329 1070.503633 36433.712870 -100.779261 3.970041 0.337597 0.295406 -0.379789
189 4072.621050 40495.977462 2775.630003 -2052.178695 36433.712870 -100.779261 3.970041 2.119888 1.782291 1.782291
190 4045.264375 42374.382759 4654.035300 -2052.178695 36433.712870 -101.460795 3.970041 4.323652 3.986054 3.986054
191 3999.908396 40622.742608 2902.395149 -2052.178695 36433.712870 -102.611285 3.970041 1.582226 1.244629 -1.919824
192 1000.000000 39072.988422 -1549.754186 850.216454 36433.712870 -103.336900 3.970041 1.089673 -0.492554 -0.492554
193 1353.897265 37847.927325 -1225.061097 -699.537732 36433.712870 -103.336900 3.970041 2.864462 1.774789 1.774789
194 3724.901419 38596.577549 748.650224 -1924.598829 36433.712870 -103.336900 3.970041 2.454742 -0.409720 -5.319204
195 2271.532978 40991.494621 2394.917072 -1175.948605 36433.712870 -103.537885 3.970041 1.899685 -0.555057 -0.555057
196 2248.635314 40647.628405 2051.050856 -1175.948605 36433.712870 -104.592203 3.970041 4.837870 2.383128 2.383128
197 2229.194873 39626.124296 1029.546747 -1175.948605 36433.712870 -105.504334 3.970041 1.280339 -1.174403 -3.735081
198 276.318078 39724.139041 98.014745 -146.401858 36433.712870 -105.966181 3.970041 1.029349 -0.250990 -0.250990
199 91.020888 38901.666757 -822.472284 -48.387113 36433.712870 -106.320898 3.970041 0.858275 -0.171074 -0.171074
200 1638.171633 38557.245428 -344.421329 -870.859397 36433.712870 -106.320898 3.970041 0.892520 0.034245 0.034245
201 2286.061811 40394.079608 1836.834180 -1215.280726 36433.712870 -106.320898 3.970041 3.259990 2.367470 2.367470
202 2268.915070 41595.954006 3038.708578 -1215.280726 36433.712870 -107.124391 3.970041 0.168273 -0.724247 -1.060793
203 2240.899159 41438.133224 2880.887796 -1215.280726 36433.712870 -108.463669 3.970041 1.620867 0.728347 0.728347
204 2214.649435 39864.624035 1307.378607 -1215.280726 36433.712870 -109.749264 3.970041 1.797347 0.904827 7.188012
205 2202.800755 39797.716584 1240.471156 -1215.280726 36433.712870 -110.339596 3.970041 2.066369 1.173849 -2.958889
206 1000.000000 40229.559484 431.842900 25.190430 36433.712870 -110.902730 3.970041 4.616842 2.550473 2.550473
207 1000.000000 41498.121075 1700.404491 25.190430 36433.712870 -111.334572 3.970041 3.220764 1.154395 1.154395
208 1000.000000 38988.495614 -809.220970 25.190430 36433.712870 -113.034977 3.970041 4.814268 2.747899 2.747899
209 1387.235281 38842.614277 -145.881337 -784.030540 36433.712870 -113.034977 3.970041 2.447210 -2.367058 -2.367058
210 1645.352443 39724.139041 881.524764 -929.911877 36433.712870 -113.034977 3.970041 1.027955 -1.419256 -1.419256
211 85.210524 37295.040234 -2429.098807 -48.387113 36433.712870 -113.570743 3.970041 0.915421 -0.112533 -0.112533
212 4362.894605 40514.228560 3219.188326 -2477.485920 36433.712870 -113.570743 3.970041 2.057383 1.141962 7.425147
213 4334.732347 39741.107306 2446.067072 -2477.485920 36433.712870 -114.308600 3.970041 4.507484 3.592063 9.875248
214 4313.438663 37983.035860 687.995626 -2477.485920 36433.712870 -114.872894 3.970041 5.456561 4.541140 4.541140
215 3111.280601 38746.909044 763.873184 -1789.490294 36433.712870 -115.032395 3.970041 1.299102 -4.157459 -6.755662
216 1779.381826 39353.118695 606.209651 -1025.617110 36433.712870 -115.277912 3.970041 0.520546 -0.778555 -0.778555
217 725.501722 36632.383405 -2720.735290 -419.407459 36433.712870 -115.618598 3.970041 0.935481 0.414935 -1.456028
218 5431.899039 36412.649686 -219.733718 -3140.142749 36433.712870 -115.618598 3.970041 4.086694 3.151212 15.717583
219 5812.000031 40655.196667 4242.546981 -3359.876468 36433.712870 -115.618598 3.970041 4.976309 0.889615 -15.346188
220 1000.000000 41344.855059 689.658392 882.670513 36412.649686 -116.348561 4.086694 5.221938 0.245629 0.245629
221 1000.000000 40213.675340 -441.521327 882.670513 36412.649686 -117.038219 4.086694 1.011722 -3.964587 -3.964587
222 1000.000000 40774.334587 560.659247 441.149186 36412.649686 -117.038219 4.086694 2.262300 1.250578 1.250578
223 1000.000000 39127.750873 -1085.924467 441.149186 36412.649686 -117.598879 4.086694 0.239824 -0.771898 -0.771898
224 1096.567056 39213.830670 86.079797 -644.775281 36412.649686 -117.598879 4.086694 1.034627 0.794803 0.794803
225 949.537614 39464.372117 250.541447 -558.695484 36412.649686 -117.677378 4.086694 1.967275 0.932647 0.932647
226 522.555218 39422.105679 -42.266438 -308.154037 36412.649686 -117.941234 4.086694 0.522384 -1.444891 -1.444891
227 594.228944 39504.616613 82.510934 -350.420475 36412.649686 -117.941234 4.086694 0.688387 0.166003 -1.210771
228 453.775985 40136.755375 632.138762 -267.909541 36412.649686 -118.080088 4.086694 1.003455 0.315068 0.315068
229 448.484932 41900.053348 2395.436735 -267.909541 36412.649686 -119.473152 4.086694 0.080927 -0.607460 -0.607460
230 429.292930 40341.940399 837.323786 -267.909541 36412.649686 -124.814327 4.086694 0.296791 -0.391596 -0.391596
231 422.687597 39799.471516 294.854903 -267.909541 36412.649686 -126.764799 4.086694 0.034109 -0.654278 -0.722496
232 1000.000000 39227.888557 -571.582958 26.945362 36412.649686 -127.462371 4.086694 1.505102 1.470993 1.470993
233 854.585700 39353.955373 126.066815 -544.637596 36412.649686 -127.462371 4.086694 0.136980 -1.368122 -1.642082
234 656.016215 40443.274214 1089.318841 -418.570781 36412.649686 -127.609889 4.086694 0.439829 0.302849 0.302849
235 647.589546 40455.199667 1101.244294 -418.570781 36412.649686 -129.270395 4.086694 1.747094 1.610115 1.610115
236 639.181235 40136.694546 782.739173 -418.570781 36412.649686 -130.970923 4.086694 0.471790 0.334810 -0.608770
