time T E_n E_d E_v E_b S_v rb r rv bm
26 1000.000000 150997.680314 3554.043882 96.252968 137509.283913 -41.151640 3.119640 4.838086 2.540694 2.540694
27 1000.000000 157811.283561 10367.647129 96.252968 137509.283913 -44.705684 3.119640 2.933261 0.635869 0.635869
28 1000.000000 151621.851726 4178.215294 96.252968 137509.283913 -55.073331 3.119640 2.649931 0.352539 0.352539
29 1000.000000 159321.962991 11878.326559 96.252968 137509.283913 -59.251547 3.119640 4.022458 1.725066 1.725066
30 1000.000000 151816.710879 4373.074447 96.252968 137509.283913 -71.129873 3.119640 1.802736 -0.494656 -4.100128
31 1000.000000 148502.089109 1058.452677 96.252968 137509.283913 -75.502948 3.119640 0.522345 -1.775047 -1.775047
32 1000.000000 166118.943409 17616.854300 1154.705644 137509.283913 -76.561400 3.119640 0.825294 0.302949 -1.347638
33 1000.000000 165200.985879 16698.896771 1154.705644 137509.283913 -94.178255 3.119640 0.840964 0.318620 0.318620
34 1000.000000 141893.300758 -6608.788351 1154.705644 137509.283913 -110.877151 3.119640 5.296099 4.773754 4.773754
35 9838.064264 150889.109038 8995.808281 -5454.082707 137509.283913 -110.877151 3.119640 4.211123 -1.084976 -9.507222
36 1000.000000 146848.849702 -4040.259336 3541.725574 137509.283913 -111.791539 3.119640 5.073563 0.862440 0.862440
37 891.898912 156913.471284 10064.621582 -498.533762 137509.283913 -111.791539 3.119640 3.906566 -1.166997 -1.166997
38 810.123266 147318.836368 469.986666 -498.533762 137509.283913 -123.076026 3.119640 3.169483 -1.904080 -1.904080
39 46.171731 142288.246887 -5030.589481 -28.547097 137509.283913 -123.656169 3.119640 3.061149 -0.108334 -0.108334
40 8182.586663 145720.545467 3432.298580 -5059.136578 137509.283913 -123.656169 3.119640 1.575608 -1.485541 -10.919943
41 2622.332793 147209.287822 1488.742355 -1626.837997 137509.283913 -124.075632 3.119640 6.240580 4.664972 4.664972
42 2610.388776 150076.290981 4355.745514 -1626.837997 137509.283913 -124.643349 3.119640 2.755875 1.180267 -4.331483
43 2575.904747 151737.999889 6017.454422 -1626.837997 137509.283913 -126.311969 3.119640 1.760910 0.185302 0.185302
44 2529.130189 145202.354417 -518.191050 -1626.837997 137509.283913 -128.648023 3.119640 2.217355 0.641747 -3.792963
45 3334.725234 152703.695255 7501.340838 -2145.029048 137509.283913 -128.648023 3.119640 1.187720 -1.029635 -3.405076
46 3277.418245 157587.812286 12385.457869 -2145.029048 137509.283913 -130.897486 3.119640 1.946256 -0.271099 12.295271
47 3185.453749 136748.015672 -8454.338745 -2145.029048 137509.283913 -134.676515 3.119640 1.536793 -0.680562 -0.680562
48 15740.484216 153021.641764 16273.626092 -10599.367792 137509.283913 -134.676515 3.119640 3.538689 2.001896 -55.340965
49 1000.000000 152848.698435 -172.943329 5674.258300 136748.015672 -135.710386 1.536793 0.342563 -3.196126 3.087059
50 1000.000000 152631.784395 -216.914040 5501.314970 136748.015672 -135.710386 1.536793 4.132401 3.789839 3.789839
51 1000.000000 147244.889520 -5386.894875 5284.400930 136748.015672 -135.710386 1.536793 1.602523 -2.529879 3.753307
52 151.048048 151675.619715 4430.730195 -102.493944 136748.015672 -135.710386 1.536793 1.803676 0.201153 0.201153
53 124.202237 152554.298175 5309.408655 -102.493944 136748.015672 -165.043636 1.536793 1.810013 0.207490 0.207490
54 98.650649 146188.778941 -1056.110580 -102.493944 136748.015672 -207.791728 1.536793 1.642176 0.039653 0.039653
55 1115.159430 155379.734039 9190.955099 -1158.604524 136748.015672 -207.791728 1.536793 1.374213 -0.267962 -0.267962
56 1072.615322 150779.408532 4590.629592 -1158.604524 136748.015672 -216.033558 1.536793 3.435128 1.792952 1.792952
57 1051.778507 148750.667131 2561.888191 -1158.604524 136748.015672 -220.313406 1.536793 0.649277 -0.992899 -2.291453
58 1040.277283 144870.310640 -1318.468301 -1158.604524 136748.015672 -222.749173 1.536793 2.986682 1.344506 1.344506
59 2224.091598 147646.641094 2776.330454 -2477.072824 136748.015672 -222.749173 1.536793 1.742786 -1.243896 5.039289
60 2211.697126 151902.830288 7032.519648 -2477.072824 136748.015672 -223.997472 1.536793 2.065979 -0.920703 -0.920703
61 2180.741024 141003.006177 -3867.304463 -2477.072824 136748.015672 -227.177166 1.536793 3.845478 0.858796 0.858796
62 5585.400511 147078.412099 6075.405922 -6344.377287 136748.015672 -227.177166 1.536793 6.278957 2.433479 -22.690805
63 235.665992 148256.410696 1177.998597 -268.971365 136748.015672 -228.264895 1.536793 0.622605 -5.656351 0.626834
64 230.615915 154931.625520 7853.213421 -268.971365 136748.015672 -233.263489 1.536793 0.419364 -5.859593 0.423592
65 201.237978 151279.220098 4200.807999 -268.971365 136748.015672 -267.316705 1.536793 6.163650 -0.115307 -0.115307
66 186.661533 152022.251261 4943.839162 -268.971365 136748.015672 -288.191532 1.536793 0.323340 -5.955617 0.327569
67 170.950701 152848.698435 5770.286335 -268.971365 136748.015672 -314.677113 1.536793 0.342971 -5.935986 0.347200
68 154.389939 154832.327017 7753.914918 -268.971365 136748.015672 -348.431209 1.536793 5.818029 -0.460928 -0.460928
69 134.939708 152882.770241 5804.358142 -268.971365 136748.015672 -398.654138 1.536793 0.164855 -6.114102 0.169084
70 121.797823 151722.524170 4644.112071 -268.971365 136748.015672 -441.668594 1.536793 0.212478 -6.066478 0.216707
71 112.118521 151960.593435 4882.181335 -268.971365 136748.015672 -479.798274 1.536793 0.017352 -6.261604 0.021581
72 102.789686 150631.881365 3553.469266 -268.971365 136748.015672 -523.343099 1.536793 0.214191 -6.064766 0.218420
73 96.420473 151602.349541 4523.937442 -268.971365 136748.015672 -557.913389 1.536793 0.095630 -6.183327 0.099859
74 88.940817 151138.254748 4059.842649 -268.971365 136748.015672 -604.832236 1.536793 0.009385 -6.269572 0.013613
75 82.699502 152688.801096 5610.388997 -268.971365 136748.015672 -650.478799 1.536793 6.088753 -0.190203 -0.190203
76 74.889065 152687.093957 5608.681858 -268.971365 136748.015672 -718.319462 1.536793 0.138542 -6.140414 0.142771
77 67.818223 150530.775334 3452.363235 -268.971365 136748.015672 -793.212663 1.536793 0.041514 -6.237442 0.045743
78 63.728321 152851.142731 5772.730631 -268.971365 136748.015672 -844.118793 1.536793 0.140566 -6.138390 0.144795
79 57.552310 152236.956286 5158.544187 -268.971365 136748.015672 -934.702235 1.536793 0.025203 -6.253754 0.029432
80 52.516315 150666.086653 3587.674553 -268.971365 136748.015672 -1024.334504 1.536793 0.002841 -6.276115 0.007070
81 49.232853 150600.099683 3521.687584 -268.971365 136748.015672 -1092.649933 1.536793 0.029579 -6.249377 0.033808
82 46.207819 144666.845457 -2411.566643 -268.971365 136748.015672 -1164.181185 1.536793 6.267167 -0.011790 -0.011790
83 460.501860 161622.300122 16955.454665 -2680.538008 136748.015672 -1164.181185 1.536793 0.859138 -5.408029 0.875157
84 446.384088 159995.657484 15328.812027 -2680.538008 136748.015672 -1201.000699 1.536793 5.509990 -0.757177 -0.757177
85 433.975517 162661.197675 17994.352218 -2680.538008 136748.015672 -1235.340660 1.536793 5.529621 -0.737546 -0.737546
86 419.882247 155854.187757 11187.342300 -2680.538008 136748.015672 -1276.804640 1.536793 0.780844 -5.486323 0.796862
87 411.299368 151247.377374 6580.531917 -2680.538008 136748.015672 -1303.448639 1.536793 4.480747 -1.786420 -1.786420
88 406.312031 154221.594080 9554.748623 -2680.538008 136748.015672 -1319.448012 1.536793 0.143421 -6.123746 0.159439
89 399.197358 156316.824019 11649.978562 -2680.538008 136748.015672 -1342.963803 1.536793 5.617675 -0.649492 -0.649492
90 390.707031 151524.857716 6858.012259 -2680.538008 136748.015672 -1372.147309 1.536793 0.204123 -6.063044 0.220141
91 385.772145 158588.665286 13921.819830 -2680.538008 136748.015672 -1389.700134 1.536793 5.476864 -0.790303 -0.790303
92 376.007848 156545.317922 11878.472465 -2680.538008 136748.015672 -1425.788328 1.536793 5.441402 -0.825765 -0.825765
93 367.857278 161508.213561 16841.368104 -2680.538008 136748.015672 -1457.379351 1.536793 0.881587 -5.385580 0.897605
94 356.653315 144197.997791 -468.847666 -2680.538008 136748.015672 -1503.161694 1.536793 5.184065 -1.083102 -1.083102
95 419.034850 149519.064453 5321.066662 -3149.385674 136748.015672 -1503.161694 1.536793 4.619673 -0.564392 -0.564392
96 415.524588 152040.784344 7842.786554 -3149.385674 136748.015672 -1515.860080 1.536793 6.084040 0.899975 0.899975
97 410.414396 155608.426518 11410.428727 -3149.385674 136748.015672 -1534.734503 1.536793 4.424484 -0.759581 -0.759581
98 403.111894 150016.256803 5818.259012 -3149.385674 136748.015672 -1562.536716 1.536793 5.914842 0.730777 0.730777
99 399.422376 150256.253729 6058.255938 -3149.385674 136748.015672 -1576.970076 1.536793 5.345139 0.161074 0.161074
100 395.617268 156007.323246 11809.325455 -3149.385674 136748.015672 -1592.137619 1.536793 5.661779 0.477714 0.477714
101 388.336495 149799.051167 5601.053376 -3149.385674 136748.015672 -1621.987998 1.536793 3.501073 -1.682992 -1.682992
102 384.913729 154356.185838 10158.188047 -3149.385674 136748.015672 -1636.411194 1.536793 4.397620 -0.786445 -0.786445
103 378.804650 147161.732257 2963.734466 -3149.385674 136748.015672 -1662.802012 1.536793 6.226308 1.042243 1.042243
104 377.030624 148741.043715 4543.045924 -3149.385674 136748.015672 -1670.625924 1.536793 5.400221 0.216155 0.216155
105 374.330730 153096.884839 8898.887049 -3149.385674 136748.015672 -1682.675465 1.536793 4.758809 -0.425256 -0.425256
106 369.115871 151684.223538 7486.225748 -3149.385674 136748.015672 -1706.448259 1.536793 4.487607 -0.696458 -0.696458
107 364.780377 155645.788138 11447.790347 -3149.385674 136748.015672 -1726.729765 1.536793 5.794078 0.610013 0.610013
108 358.268968 151969.187218 7771.189427 -3149.385674 136748.015672 -1758.112457 1.536793 4.261209 -0.922856 -0.922856
109 353.902649 154644.708543 10446.710753 -3149.385674 136748.015672 -1779.803393 1.536793 5.649864 0.465799 0.465799
110 348.128822 150398.748861 6200.751071 -3149.385674 136748.015672 -1809.321993 1.536793 4.661760 -0.522305 -0.522305
111 344.735118 150941.487074 6743.489284 -3149.385674 136748.015672 -1827.133650 1.536793 4.567484 -0.616581 -0.616581
112 341.083465 146865.459316 2667.461525 -3149.385674 136748.015672 -1846.695015 1.536793 5.265157 0.081092 0.081092
113 339.645105 149158.267583 4960.269793 -3149.385674 136748.015672 -1854.515568 1.536793 5.144641 -0.039425 -0.039425
114 336.991305 164997.545355 20799.547564 -3149.385674 136748.015672 -1869.119841 1.536793 5.552508 0.368443 0.368443
115 326.219032 148394.479857 4196.482066 -3149.385674 136748.015672 -1930.841159 1.536793 5.247369 0.063304 0.063304
116 324.060021 152303.255278 8105.257487 -3149.385674 136748.015672 -1943.705161 1.536793 4.979023 -0.205042 -0.205042
117 319.942995 144669.873525 471.875734 -3149.385674 136748.015672 -1968.716754 1.536793 4.679820 -0.504245 -0.504245
118 271.801981 148779.931168 4110.057644 -2677.509940 136748.015672 -1970.191628 1.536793 4.641625 -0.038195 -0.038195
119 269.731750 150737.507751 6067.634226 -2677.509940 136748.015672 -1985.313143 1.536793 4.919220 0.239400 0.239400
120 266.709731 159567.125278 14897.251753 -2677.509940 136748.015672 -2007.808212 1.536793 4.532717 -0.147103 -0.147103
121 259.490895 152349.374699 7679.501175 -2677.509940 136748.015672 -2063.663886 1.536793 3.472634 -1.207186 -1.207186
122 255.822212 146952.446550 2282.573025 -2677.509940 136748.015672 -2093.258378 1.536793 4.678088 -0.001732 -0.001732
123 254.736400 147227.509320 2557.635796 -2677.509940 136748.015672 -2102.180875 1.536793 4.234725 -0.445095 -0.445095
124 253.525525 149519.064453 4849.190928 -2677.509940 136748.015672 -2112.221198 1.536793 4.617360 -0.062460 -0.062460
125 251.250350 151927.051955 7257.178430 -2677.509940 136748.015672 -2131.348231 1.536793 4.604058 -0.075762 -0.075762
126 247.890906 156776.425108 12106.551583 -2677.509940 136748.015672 -2160.232483 1.536793 4.854496 0.174676 0.174676
127 242.410524 151842.975173 7173.101648 -2677.509940 136748.015672 -2209.070707 1.536793 4.732688 0.052868 0.052868
128 239.206332 149811.942985 5142.069461 -2677.509940 136748.015672 -2238.661425 1.536793 4.934513 0.254693 0.254693
129 236.931239 151927.051955 7257.178430 -2677.509940 136748.015672 -2260.157802 1.536793 4.604048 -0.075772 -0.075772
130 233.763255 153865.853586 9195.980061 -2677.509940 136748.015672 -2290.787695 1.536793 4.806565 0.126745 0.126745
131 229.816697 155762.413954 11092.540429 -2677.509940 136748.015672 -2330.126555 1.536793 5.443831 0.764011 0.764011
132 225.152817 156913.471284 12243.597760 -2677.509940 136748.015672 -2378.393459 1.536793 3.903629 -0.776191 -0.776191
133 220.120042 149875.659339 5205.785814 -2677.509940 136748.015672 -2432.772516 1.536793 4.932229 0.252409 0.252409
134 218.000787 155963.821652 11293.948127 -2677.509940 136748.015672 -2456.422274 1.536793 4.510834 -0.168986 -0.168986
135 213.498029 147775.642284 3105.768760 -2677.509940 136748.015672 -2508.229189 1.536793 4.319059 -0.360761 -0.360761
136 212.266937 144112.479070 -557.394455 -2677.509940 136748.015672 -2522.776249 1.536793 5.180347 0.500527 0.500527
137 256.455910 153053.038131 8940.559061 -3234.904395 136748.015672 -2522.776249 1.536793 5.125528 -0.054819 -0.054819
138 252.960279 151643.245404 7530.766334 -3234.904395 136748.015672 -2557.638223 1.536793 5.846080 0.665733 0.665733
139 250.049736 165338.424108 21225.945038 -3234.904395 136748.015672 -2587.408771 1.536793 5.577912 0.397565 0.397565
140 242.106773 151914.535872 7802.056802 -3234.904395 136748.015672 -2672.295664 1.536793 4.594059 -0.586288 -0.586288
141 239.221953 158491.555001 14379.075932 -3234.904395 136748.015672 -2704.521350 1.536793 5.734388 0.554041 0.554041
142 234.020866 150737.507751 6625.028681 -3234.904395 136748.015672 -2764.629027 1.536793 4.917865 -0.262482 -0.262482
143 231.648802 149568.585928 5456.106858 -3234.904395 136748.015672 -2792.938591 1.536793 4.557551 -0.622796 -0.622796
144 229.711603 165499.839283 21387.360213 -3234.904395 136748.015672 -2816.491948 1.536793 5.540020 0.359673 0.359673
145 222.360977 143177.310653 -935.168416 -3234.904395 136748.015672 -2909.597215 1.536793 5.302381 0.122034 0.122034
146 286.642618 142764.084327 -413.226326 -4170.072811 136748.015672 -2909.597215 1.536793 5.302951 0.000570 0.000570
147 315.046984 164141.724293 21377.639965 -4583.299137 136748.015672 -2909.597215 1.536793 5.555891 0.252940 0.252940
148 307.867142 158491.555001 15727.470674 -4583.299137 136748.015672 -2977.452618 1.536793 5.734871 0.431920 0.431920
149 302.674052 147716.773482 4952.689155 -4583.299137 136748.015672 -3028.537870 1.536793 4.627788 -0.675163 -0.675163
150 301.047500 150206.996276 7442.911949 -4583.299137 136748.015672 -3044.900982 1.536793 4.651382 -0.651569 -0.651569
151 298.622802 149916.859153 7152.774826 -4583.299137 136748.015672 -3069.624362 1.536793 5.376824 0.073873 0.073873
152 296.310664 151279.220098 8515.135771 -4583.299137 136748.015672 -3093.576903 1.536793 6.163499 0.860548 0.860548
153 293.583477 146100.341013 3336.256685 -4583.299137 136748.015672 -3122.314093 1.536793 5.271175 -0.031776 -0.031776
154 292.518831 154141.228526 11377.144199 -4583.299137 136748.015672 -3133.678004 1.536793 5.774102 0.471151 0.471151
155 288.932736 149782.577357 7018.493030 -4583.299137 136748.015672 -3172.571720 1.536793 5.378768 0.075816 0.075816
156 286.737305 159132.288465 16368.204138 -4583.299137 136748.015672 -3196.862816 1.536793 5.497599 0.194648 0.194648
157 281.707043 157958.946602 15194.862275 -4583.299137 136748.015672 -3253.947137 1.536793 5.759455 0.456504 0.456504
158 277.113516 148356.208352 5592.124024 -4583.299137 136748.015672 -3307.885661 1.536793 5.223612 -0.079339 -0.079339
159 275.433224 141893.300758 -870.783570 -4583.299137 136748.015672 -3328.065565 1.536793 5.294988 -0.007963 -0.007963
160 327.762936 157652.734689 15759.433931 -5454.082707 136748.015672 -3328.065565 1.536793 4.873696 -0.421292 -0.421292
161 323.095061 158644.797962 16751.497204 -5454.082707 136748.015672 -3376.147371 1.536793 5.737257 0.442269 0.442269
162 318.208385 161703.031903 19809.731145 -5454.082707 136748.015672 -3427.994332 1.536793 5.566307 0.271319 0.271319
163 312.532648 153311.642712 11418.341954 -5454.082707 136748.015672 -3490.248289 1.536793 4.431730 -0.863258 -0.863258
164 309.295040 147020.719051 5127.418293 -5454.082707 136748.015672 -3526.783167 1.536793 5.213037 -0.081951 -0.081951
165 307.847991 150346.785541 8453.484783 -5454.082707 136748.015672 -3543.360925 1.536793 5.031492 -0.263495 -0.263495
166 305.480612 147934.502347 6041.201589 -5454.082707 136748.015672 -3570.820856 1.536793 4.320271 -0.974717 -0.974717
167 303.798106 147584.395531 5691.094774 -5454.082707 136748.015672 -3590.596912 1.536793 5.257769 -0.037219 -0.037219
168 302.221333 156007.323246 14114.022488 -5454.082707 136748.015672 -3609.330060 1.536793 5.660348 0.365360 0.365360
169 298.360856 146495.196536 4601.895778 -5454.082707 136748.015672 -3656.031007 1.536793 5.165090 -0.129898 -0.129898
170 297.107431 153812.919723 11919.618965 -5454.082707 136748.015672 -3671.454933 1.536793 4.973609 -0.321379 -0.321379
171 293.895958 157755.464797 15862.164039 -5454.082707 136748.015672 -3711.573818 1.536793 5.776492 0.481504 0.481504
172 289.683510 155651.194558 13757.893800 -5454.082707 136748.015672 -3765.545857 1.536793 4.895073 -0.399915 -0.399915
173 286.075392 149760.221991 7866.921234 -5454.082707 136748.015672 -3813.038701 1.536793 5.385361 0.090373 0.090373
174 284.027002 152688.801096 10795.500338 -5454.082707 136748.015672 -3840.538170 1.536793 6.089540 0.794552 0.794552
175 281.243614 162240.330162 20347.029404 -5454.082707 136748.015672 -3878.546881 1.536793 5.526613 0.231625 0.231625
176 276.093632 151871.572740 9978.271982 -5454.082707 136748.015672 -3950.893517 1.536793 5.876611 0.581623 0.581623
177 273.590952 151614.345830 9721.045072 -5454.082707 136748.015672 -3987.034416 1.536793 4.960495 -0.334492 -0.334492
178 271.174324 150160.788182 8267.487424 -5454.082707 136748.015672 -4022.565726 1.536793 4.652906 -0.642082 -0.642082
179 269.134507 151487.999048 9594.698290 -5454.082707 136748.015672 -4053.053449 1.536793 5.332100 0.037112 0.037112
180 266.787871 152575.832654 10682.531896 -5454.082707 136748.015672 -4088.703646 1.536793 4.820938 -0.474050 -0.474050
181 264.200515 148035.444313 6142.143555 -5454.082707 136748.015672 -4128.744941 1.536793 5.200143 -0.094845 -0.094845
182 262.721191 165499.839283 23606.538525 -5454.082707 136748.015672 -4151.992979 1.536793 5.537916 0.242928 0.242928
183 257.156036 152946.560016 11053.259259 -5454.082707 136748.015672 -4241.846935 1.536793 4.986911 -0.308077 -0.308077
184 254.576409 151355.246363 9461.945605 -5454.082707 136748.015672 -4284.829630 1.536793 4.830148 -0.464840 -0.464840
185 252.387156 147102.813948 5209.513190 -5454.082707 136748.015672 -4321.997039 1.536793 5.001054 -0.293934 -0.293934
186 251.187537 152290.406980 10397.106222 -5454.082707 136748.015672 -4342.637999 1.536793 4.922872 -0.372116 -0.372116
187 248.815950 157166.459852 15273.159094 -5454.082707 136748.015672 -4384.029807 1.536793 5.683047 0.388059 0.388059
188 245.380238 148091.516529 6198.215771 -5454.082707 136748.015672 -4445.413167 1.536793 5.202370 -0.092618 -0.092618
189 243.993821 148741.043715 6847.742957 -5454.082707 136748.015672 -4470.672804 1.536793 5.400943 0.105955 0.105955
190 242.471674 164346.295472 22452.994714 -5454.082707 136748.015672 -4498.738035 1.536793 5.532057 0.237069 0.237069
191 237.581380 143664.164201 1770.863443 -5454.082707 136748.015672 -4591.338521 1.536793 5.181860 -0.113128 -0.113128
192 237.196308 143784.732956 1891.432198 -5454.082707 136748.015672 -4598.792234 1.536793 5.178909 -0.116079 -0.116079
193 236.785732 157390.918294 15497.617536 -5454.082707 136748.015672 -4606.766355 1.536793 5.603218 0.308230 0.308230
194 233.468758 150302.171328 8408.870570 -5454.082707 136748.015672 -4672.216319 1.536793 4.964270 -0.330718 -0.330718
195 231.682765 151442.298045 9548.997288 -5454.082707 136748.015672 -4708.233432 1.536793 5.238815 -0.056173 -0.056173
196 229.672217 164443.670792 22550.370034 -5454.082707 136748.015672 -4749.449261 1.536793 5.536492 0.241504 0.241504
197 225.020387 151724.759553 9831.458796 -5454.082707 136748.015672 -4847.634276 1.536793 4.920975 -0.374013 -0.374013
198 223.010409 148784.357862 6891.057104 -5454.082707 136748.015672 -4891.325689 1.536793 5.092772 -0.202216 -0.202216
199 221.610421 157720.685916 15827.385158 -5454.082707 136748.015672 -4922.225848 1.536793 4.872956 -0.422032 -0.422032
200 218.440916 142139.567748 246.266990 -5454.082707 136748.015672 -4993.645708 1.536793 5.299518 0.004530 0.004530
201 218.391611 160403.825199 18510.524441 -5454.082707 136748.015672 -4994.773093 1.536793 5.519282 0.224294 0.224294
202 214.747471 148858.270852 6964.970094 -5454.082707 136748.015672 -5079.531497 1.536793 5.195434 -0.099554 -0.099554
203 213.384987 149690.229831 7796.929073 -5454.082707 136748.015672 -5111.964802 1.536793 5.363755 0.068767 0.068767
204 211.870580 155579.550377 13686.249619 -5454.082707 136748.015672 -5148.504060 1.536793 5.976773 0.681785 0.681785
205 209.245223 149856.920450 7963.619692 -5454.082707 136748.015672 -5213.101276 1.536793 5.016355 -0.278633 -0.278633
206 207.728679 154753.887770 12860.587012 -5454.082707 136748.015672 -5251.160064 1.536793 5.820745 0.525757 0.525757
207 205.308122 162661.197675 20767.896917 -5454.082707 136748.015672 -5313.070567 1.536793 5.530156 0.235168 0.235168
208 201.472320 151187.035260 9293.734502 -5454.082707 136748.015672 -5414.225342 1.536793 5.844216 0.549228 0.549228
209 199.770281 152213.783560 10320.482802 -5454.082707 136748.015672 -5460.354431 1.536793 4.957043 -0.337945 -0.337945
210 197.897921 153756.205255 11862.904497 -5454.082707 136748.015672 -5512.016183 1.536793 5.125804 -0.169184 -0.169184
211 195.768885 148487.794465 6594.493708 -5454.082707 136748.015672 -5571.960747 1.536793 5.032937 -0.262051 -0.262051
212 194.592483 157574.968628 15681.667870 -5454.082707 136748.015672 -5605.645843 1.536793 5.622909 0.327921 0.327921
213 191.834652 156095.492841 14202.192083 -5454.082707 136748.015672 -5686.233066 1.536793 5.727663 0.432675 0.432675
214 189.369108 153780.159676 11886.858918 -5454.082707 136748.015672 -5760.266574 1.536793 5.492340 0.197352 0.197352
215 187.327757 155916.957005 14023.656248 -5454.082707 136748.015672 -5823.037419 1.536793 4.892319 -0.402669 -0.402669
216 184.950020 147020.719051 5127.418293 -5454.082707 136748.015672 -5897.899022 1.536793 5.214849 -0.080138 -0.080138
217 184.084724 150149.036203 8255.735446 -5454.082707 136748.015672 -5925.622286 1.536793 4.928547 -0.366441 -0.366441
218 182.701962 154832.327017 12939.026259 -5454.082707 136748.015672 -5970.469763 1.536793 5.818054 0.523066 0.523066
219 180.560197 150346.697702 8453.396944 -5454.082707 136748.015672 -6041.290165 1.536793 4.823350 -0.471638 -0.471638
220 179.171687 150436.888167 8543.587409 -5454.082707 136748.015672 -6088.107775 1.536793 5.338594 0.043606 0.043606
221 177.779269 152026.472841 10133.172083 -5454.082707 136748.015672 -6135.791578 1.536793 4.596699 -0.698289 -0.698289
222 176.142984 160344.987496 18451.686738 -5454.082707 136748.015672 -6192.790193 1.536793 5.513204 0.218216 0.218216
223 173.213002 146495.196536 4601.895778 -5454.082707 136748.015672 -6297.544219 1.536793 5.162564 -0.132424 -0.132424
224 172.485328 152241.179876 10347.879118 -5454.082707 136748.015672 -6324.112062 1.536793 5.418783 0.123795 0.123795
225 170.864446 154062.122083 12168.821325 -5454.082707 136748.015672 -6384.104869 1.536793 5.461199 0.166211 0.166211
226 168.979363 151211.862478 9318.561720 -5454.082707 136748.015672 -6455.324024 1.536793 4.831508 -0.463480 -0.463480
227 167.548044 152213.783560 10320.482802 -5454.082707 136748.015672 -6510.470176 1.536793 4.956536 -0.338452 -0.338452
228 165.977688 152344.277904 10450.977146 -5454.082707 136748.015672 -6572.067331 1.536793 5.409346 0.114358 0.114358
229 164.402568 146848.849702 4955.548945 -5454.082707 136748.015672 -6635.033488 1.536793 5.074033 -0.220955 -0.220955
230 163.659069 148534.821024 6641.520266 -5454.082707 136748.015672 -6665.176259 1.536793 5.146834 -0.148154 -0.148154
231 162.668648 149652.738143 7759.437385 -5454.082707 136748.015672 -6705.757696 1.536793 5.019053 -0.275935 -0.275935
232 161.519691 162661.197675 20767.896917 -5454.082707 136748.015672 -6753.458574 1.536793 5.530111 0.235123 0.235123
