time T E_n E_d E_v E_b S_v rb r rv bm
31 1506133.181237 356985.793626 -7421.669226 -6923.797338 350449.915968 -0.919414 0.166975 3.063304 -2.331488 -2678.811851
32 3120568.401657 352552.751901 -4433.041724 -14345.466563 350449.915968 -0.919414 0.166975 1.025400 -2.037903 -4213.822860
33 4084887.677544 361446.900689 8894.148788 -18778.508288 350449.915968 -0.919414 0.166975 4.538745 3.513345 1304.132703
34 2145064.192692 354298.968970 -7147.931719 -9884.359500 350449.915968 -0.921591 0.166975 4.617947 0.079203 10260.520809
35 3696279.765472 370361.772492 16062.803523 -17032.291219 350449.915968 -0.921591 0.166975 5.518672 0.900724 -3572.702688
36 209406.908244 353223.435496 -17138.336996 -969.487696 350449.915968 -0.925937 0.166975 4.267465 -1.251207 180.961167
37 3911244.669276 361616.970049 8393.534553 -18107.824693 350449.915968 -0.925937 0.166975 4.069147 -0.198317 -5129.132637
38 2093410.478642 355969.017229 -5647.952821 -9714.290139 350449.915968 -0.928083 0.166975 2.351537 -1.717610 -4932.437965
39 3310533.237795 362322.114273 6353.097044 -15362.242960 350449.915968 -0.928083 0.166975 5.325210 2.973674 -8119.268979
40 1937447.098659 360833.153493 -1488.960779 -9009.145916 350449.915968 -0.930002 0.166975 4.787943 -0.537267 -2586.219130
41 2257653.116977 358531.961554 -2301.191939 -10498.106695 350449.915968 -0.930002 0.166975 2.840093 -1.947850 4019.290747
42 2752532.175179 358568.938045 36.976491 -12799.298635 350449.915968 -0.930002 0.166975 0.127907 -2.712186 -4570.843719
43 2744540.612397 359782.987614 1214.049569 -12762.322144 350449.915968 -0.930015 0.166975 2.935932 2.808025 197.586769
44 2482278.278498 356214.798469 -3568.189144 -11548.272575 350449.915968 -0.930458 0.166975 3.060735 0.124802 -3725.642368
45 3249253.455907 359850.560027 3635.761558 -15116.461719 350449.915968 -0.930458 0.166975 5.490484 2.429750 -3319.789876
46 2464789.606966 349549.215531 -10301.344496 -11480.700162 350449.915968 -0.931576 0.166975 2.683012 -2.807472 9252.324485
47 4676383.542477 356990.337879 7441.122348 -21782.044658 350449.915968 -0.931576 0.166975 4.295572 1.612560 -999.721862
48 3073600.249470 350681.300104 -6309.037775 -14340.922310 349549.215531 -0.933168 2.683012 2.550198 -1.745374 -10807.641313
49 4425776.885035 354915.854563 4234.554459 -20649.960085 349549.215531 -0.933168 2.683012 1.497178 -1.053020 13690.007764
50 3514607.703456 359066.545955 4150.691392 -16415.405626 349549.215531 -0.934124 2.683012 2.493632 0.996454 13346.482046
51 2622611.457391 353386.330731 -5680.215224 -12264.714234 349549.215531 -0.935305 2.683012 1.076446 -1.417186 9863.183747
52 3837233.929817 372149.933514 18763.602783 -17944.929457 349549.215531 -0.935305 2.683012 2.413794 1.337348 5178.682041
53 1000.000000 346486.534039 -25663.399475 818.673325 349549.215531 -0.940195 2.683012 4.108321 1.694527 1.694527
54 5285013.624686 362726.342053 16239.808014 -24844.726150 349549.215531 -0.940195 2.683012 4.693625 0.585304 2168.284235
55 1824490.334543 355998.723132 -6727.618921 -8604.918136 346486.534039 -0.943268 4.108321 0.961557 -3.732067 -439.194968
56 3250939.198039 363444.425829 7445.702698 -15332.537057 346486.534039 -0.943268 4.108321 4.045504 3.083946 5444.322422
57 1668185.428686 373124.992295 9680.566465 -7886.834359 346486.534039 -0.945558 4.108321 5.578019 1.532516 -3641.304630
58 1000.000000 353788.460424 -19336.531871 1793.732106 346486.534039 -0.951362 4.108321 0.587184 -4.990836 1.292350
59 3687935.500746 355474.878853 1686.418429 -17542.799764 346486.534039 -0.951362 4.108321 1.212360 0.625177 8363.544820
60 3331806.685555 364811.401098 9336.522244 -15856.381335 346486.534039 -0.951819 4.108321 4.732508 3.520148 -1388.245636
61 1365957.540089 355515.983652 -9295.417445 -6519.859091 346486.534039 -0.954621 4.108321 2.798122 -1.934386 538.419550
62 3313414.589508 352458.432518 -3057.551134 -15815.276536 346486.534039 -0.954621 4.108321 4.247756 1.449633 -13465.628806
63 3953993.621632 366374.823752 13916.391234 -18872.827671 346486.534039 -0.954621 4.108321 5.237935 0.990179 10607.006977
64 1034594.776589 350923.290379 -15451.533373 -4956.436437 346486.534039 -0.958141 4.108321 5.817846 0.579911 1916.951430
65 4259911.175320 357440.217539 6516.927160 -20407.969809 346486.534039 -0.958141 4.108321 2.827251 -2.990594 -2465.370552
66 2894960.994217 354702.176694 -2738.040845 -13891.042649 346486.534039 -0.959670 4.108321 4.795236 1.967985 5135.330381
67 3465582.051745 362060.736991 7358.560297 -16629.083494 346486.534039 -0.959670 4.108321 1.552077 -3.243159 7121.888979
68 1927756.946712 360376.364661 -1684.372331 -9270.523197 346486.534039 -0.961794 4.108321 4.735241 3.183163 -5830.800098
69 2278013.387714 370306.439078 9930.074417 -10954.895528 346486.534039 -0.961794 4.108321 5.550280 0.815040 2897.363466
70 212144.711048 357624.826127 -12681.612951 -1024.821111 346486.534039 -0.966153 4.108321 6.029196 0.478916 383.753220
71 2837322.009946 357185.699123 -439.127004 -13706.434062 346486.534039 -0.966153 4.108321 2.887027 -3.142170 556.061323
72 2928224.188200 355655.850852 -1529.848271 -14145.561066 346486.534039 -0.966153 4.108321 2.568617 -0.318409 6345.698751
73 3244912.843467 363804.221588 8148.370736 -15675.409337 346486.534039 -0.966153 4.108321 3.753311 1.184694 3431.803872
74 1554107.232251 358598.840226 -5205.381362 -7527.038601 346486.534039 -0.968664 4.108321 2.051930 -1.701381 243.342846
75 2628862.026320 366619.799298 8020.959072 -12732.419963 346486.534039 -0.968664 4.108321 5.058230 3.006300 -6196.047687
76 969720.619668 361704.484264 -4915.315035 -4711.460890 346486.534039 -0.971715 4.108321 0.684747 -4.373483 1899.431665
77 1981398.834193 356174.758599 -5529.725665 -9626.775925 346486.534039 -0.971715 4.108321 1.714341 1.029594 1377.047177
78 3119536.053866 368851.277798 12676.519199 -15156.501590 346486.534039 -0.971715 4.108321 5.513460 3.799118 7317.426816
79 508308.367304 357972.394494 -10878.883304 -2479.982391 346486.534039 -0.975779 4.108321 4.637694 -0.875766 269.301203
80 2738093.317021 357112.718022 -859.676471 -13358.865695 346486.534039 -0.975779 4.108321 4.581686 -0.056008 383.218295
81 2914296.480823 364579.207451 7466.489428 -14218.542166 346486.534039 -0.975779 4.108321 4.530519 -0.051167 2085.966355
82 1380307.000878 359946.667530 -4632.539921 -6752.052738 346486.534039 -0.978341 4.108321 5.436679 0.906160 -368.108760
83 2327326.749182 358530.207702 -1416.459828 -11384.592659 346486.534039 -0.978341 4.108321 5.460756 0.024077 4442.236089
84 2616890.455703 358508.966657 -21.241044 -12801.052487 346486.534039 -0.978341 4.108321 4.909167 -0.551589 -4458.865120
85 2621232.714792 359523.160609 1014.193952 -12822.293531 346486.534039 -0.978341 4.108321 3.181496 -1.727670 -4475.435416
86 2412949.044541 363756.694160 4233.533551 -11808.099579 346486.534039 -0.978728 4.108321 5.154046 1.972550 4601.264195
87 1545069.654668 357603.123535 -6153.570625 -7574.566028 346486.534039 -0.980482 4.108321 2.843051 -2.310995 -6743.571746
88 2800282.851755 356264.630876 -1338.492659 -13728.136653 346486.534039 -0.980482 4.108321 1.285923 -1.557128 1104.283486
89 3073310.294240 353973.752242 -2290.878635 -15066.629312 346486.534039 -0.980482 4.108321 3.882299 2.596376 -5025.433283
90 3540606.644641 360743.448371 6769.696129 -17357.507947 346486.534039 -0.980482 4.108321 4.741689 0.859389 2005.195502
91 2155511.965465 359147.386126 -1596.062245 -10587.811818 346486.534039 -0.982394 4.108321 4.460665 -0.281024 -4438.847995
92 2480445.136328 359711.823777 564.437652 -12183.874063 346486.534039 -0.982394 4.108321 5.693249 1.232584 -5476.525131
93 2364986.698561 357908.558875 -1803.264902 -11619.436412 346486.534039 -0.982622 4.108321 2.355386 -3.337863 5802.325361
94 2732018.055100 361145.029102 3236.470227 -13422.701314 346486.534039 -0.982622 4.108321 3.363024 1.007638 -8343.505313
95 2070779.681992 365583.666012 4438.636910 -10186.231087 346486.534039 -0.983806 4.108321 3.097502 -0.265522 -2802.477988
96 1165899.939615 361615.936607 -3967.729405 -5747.594177 346486.534039 -0.985950 4.108321 2.095241 -1.002261 2537.404603
97 1970754.167656 362732.541273 1116.604667 -9715.323582 346486.534039 -0.985950 4.108321 0.072316 -2.022925 -3665.264592
98 1743249.043245 353485.906756 -9246.634517 -8598.718916 346486.534039 -0.986516 4.108321 3.047926 2.975610 3175.984190
99 3617852.333889 367835.694124 14349.787368 -17845.353432 346486.534039 -0.986516 4.108321 5.365003 2.317076 1466.299253
100 705830.752338 353579.406654 -14256.287470 -3495.566065 346486.534039 -0.990483 4.108321 1.198645 -4.166358 856.630029
101 3584485.003158 356835.903055 3256.496401 -17751.853535 346486.534039 -0.990483 4.108321 0.120460 -1.078184 -15615.034593
102 2924245.413901 364884.159700 8048.256645 -14495.357134 346486.534039 -0.991391 4.108321 5.379630 5.259170 -6005.942059
103 1297016.022144 370346.712207 5462.552507 -6447.100489 346486.534039 -0.994144 4.108321 5.226228 -0.153402 3587.545408
104 197234.012991 356492.145118 -13854.567088 -984.547982 346486.534039 -0.998355 4.108321 5.807026 0.580798 113.678133
105 2972712.623182 357075.985075 583.839957 -14839.115070 346486.534039 -0.998355 4.108321 2.823673 -2.983353 -3395.267579
106 2855190.569273 361107.622239 4031.637164 -14255.275114 346486.534039 -0.998552 4.108321 3.952881 1.129208 -5416.599103
107 2044802.006801 366284.013654 5176.391415 -10223.637950 346486.534039 -0.999964 4.108321 5.370280 1.417400 3438.319763
108 1006936.904025 357809.614019 -8474.399634 -5047.246535 346486.534039 -1.002495 4.108321 1.691060 -3.679221 -2608.300057
109 2697598.470223 362264.837051 4455.223032 -13521.646169 346486.534039 -1.002495 4.108321 3.536817 1.845757 3570.695012
110 1805796.627660 373551.943368 11287.106317 -9066.423138 346486.534039 -1.004147 4.108321 0.768841 -2.767976 -2724.924896
111 1000.000000 353122.370191 -20429.573177 2220.683179 346486.534039 -1.010397 4.108321 1.026563 0.257722 -1.795404
112 3604303.578954 362121.948664 8999.578473 -18208.889998 346486.534039 -1.010397 4.108321 2.199311 1.172747 861.969134
113 1818415.599288 353929.431263 -8192.517401 -9209.311524 346486.534039 -1.012894 4.108321 2.779652 0.580342 -212.324078
114 3436061.109552 355687.543060 1758.111797 -17401.828926 346486.534039 -1.012894 4.108321 5.760884 2.981232 3779.175602
115 3087355.282318 364065.880310 8378.337250 -15643.717129 346486.534039 -1.013406 4.108321 5.379128 -0.381757 602.804033
116 1430024.757879 355203.208104 -8862.672206 -7265.379879 346486.534039 -1.016119 4.108321 0.275515 -5.103613 -910.433327
117 3174440.175402 356267.444356 1064.236252 -16128.052085 346486.534039 -1.016119 4.108321 1.427533 1.152018 -5034.534478
118 2963991.558775 366791.508230 10524.063875 -15063.815833 346486.534039 -1.016455 4.108321 3.488678 2.061145 -419.606441
119 890142.778880 353502.026960 -13289.481270 -4539.751958 346486.534039 -1.020005 4.108321 1.469287 -2.019391 795.945143
120 3495909.767065 357627.133462 4125.106502 -17829.233229 346486.534039 -1.020005 4.108321 6.031532 4.562245 -1942.721894
121 2683964.680902 360361.286796 2734.153335 -13704.126727 346486.534039 -1.021185 4.108321 4.443489 -1.588043 -12583.128821
122 2146337.351115 352573.974619 -7787.312177 -10969.973392 346486.534039 -1.022204 4.108321 3.919545 -0.523944 -14.646219
123 3669969.031188 352846.243339 272.268720 -18757.285569 346486.534039 -1.022204 4.108321 0.152390 -3.767154 -6463.186431
124 3616435.646580 359381.153494 6534.910154 -18485.016849 346486.534039 -1.022278 4.108321 5.682438 5.530048 -898.047142
125 2333810.997172 368581.335651 9200.182158 -11950.106695 346486.534039 -1.024085 4.108321 6.264214 0.581776 -709.380221
126 534990.543372 352400.112113 -16181.223539 -2749.924537 346486.534039 -1.028027 4.108321 3.035500 -3.228714 380.045590
127 3683004.772952 365096.772003 12696.659890 -18931.148076 346486.534039 -1.028027 4.108321 2.429947 -0.605553 809.925352
128 1208849.452856 355123.017777 -9973.754226 -6234.488186 346486.534039 -1.031475 4.108321 6.057712 3.627765 1297.963939
129 3142731.911161 364351.599426 9228.581649 -16208.242412 346486.534039 -1.031475 4.108321 2.248457 -3.809255 -1013.615818
130 1349494.439559 365144.639547 793.040121 -6979.660763 346486.534039 -1.034411 4.108321 5.118210 2.869753 738.002434
131 1195483.578212 365651.939969 507.300422 -6186.620642 346486.534039 -1.034999 4.108321 5.636837 0.518627 4009.190853
132 1097004.632470 365995.742764 343.802795 -5679.320219 346486.534039 -1.035423 4.108321 2.447970 -3.188868 -3815.695103
133 1030284.617093 376195.931609 10200.188845 -5335.517424 346486.534039 -1.035737 4.108321 0.890072 -1.557897 1192.247311
134 1000.000000 355988.233669 -20207.697940 4864.671420 346486.534039 -1.045637 4.108321 0.109297 -0.780775 -0.780775
135 2934675.633010 349608.780650 -6379.453018 -15343.026520 346486.534039 -1.045637 4.108321 4.264524 4.155227 -5005.789326
136 4154879.828095 360414.416901 10805.636250 -21722.479538 346486.534039 -1.045637 4.108321 4.952188 0.687664 9890.421337
137 2082894.674765 360791.688040 377.271139 -10916.843288 346486.534039 -1.048238 4.108321 3.951824 -1.000364 -448.726984
138 2010565.278127 354525.136944 -6266.551096 -10539.572149 346486.534039 -1.048419 4.108321 3.036387 -0.915438 5333.508888
139 3205994.264113 364900.138544 10375.001600 -16806.123244 346486.534039 -1.048419 4.108321 1.838991 -1.197395 5138.448186
140 1223047.884730 370205.276822 5305.138278 -6431.121644 346486.534039 -1.051655 4.108321 0.055057 -1.783934 -2986.407070
141 213255.927919 361610.483511 -8594.793311 -1125.983367 346486.534039 -1.055993 4.108321 1.746241 1.691183 498.062823
142 1841069.159609 355384.757231 -6225.726280 -9720.776678 346486.534039 -1.055993 4.108321 1.291747 -0.454494 -2082.772324
143 3020192.292503 364282.318507 8897.561276 -15946.502957 346486.534039 -1.055993 4.108321 2.327877 1.036130 -8190.610079
144 1331322.095725 353349.214151 -10933.104356 -7048.941681 346486.534039 -1.058939 4.108321 0.296998 -2.030879 2102.836199
145 3396239.648218 363552.783317 10203.569166 -17982.046038 346486.534039 -1.058939 4.108321 2.431917 2.134919 1880.807326
146 1464951.919698 365303.150687 1750.367370 -7778.476872 346486.534039 -1.061943 4.108321 5.365899 2.933982 2.933982
147 1134022.245498 358002.145642 -7301.005045 -6028.109501 346486.534039 -1.063138 4.108321 4.300364 -1.065535 916.279519
148 2507504.617297 352788.341741 -5213.803901 -13329.114546 346486.534039 -1.063138 4.108321 1.468056 -2.832308 3540.884205
149 3488337.763487 349830.244215 -2958.097526 -18542.918448 346486.534039 -1.063138 4.108321 2.730915 1.262859 -7833.047863
150 4044822.080582 347559.733706 -2270.510508 -21501.015974 346486.534039 -1.063138 4.108321 1.150640 -1.580275 -8812.907356
151 4471955.898339 351725.447760 4165.714054 -23771.526482 346486.534039 -1.063138 4.108321 2.755783 1.605143 1113.728942
152 3685063.052292 362777.217916 11051.770156 -19605.812429 346486.534039 -1.064069 4.108321 2.008863 -0.746920 10774.915882
153 1603279.123360 358819.601814 -3957.616103 -8554.042272 346486.534039 -1.067068 4.108321 3.068651 1.059788 -174.723518
154 2345052.787055 363567.728720 4748.126906 -12511.658375 346486.534039 -1.067068 4.108321 4.842329 1.773678 3803.100788
155 1452358.325004 362111.056508 -1456.672212 -7763.531469 346486.534039 -1.069093 4.108321 5.325349 0.483020 383.757324
156 1724864.467684 354362.865392 -7748.191116 -9220.203681 346486.534039 -1.069093 4.108321 3.214256 -2.111093 1179.127744
157 3174353.004668 362977.697707 8614.832315 -16968.394797 346486.534039 -1.069093 4.108321 0.375008 -2.839247 5180.788631
158 1558781.092223 354246.828632 -8730.869075 -8353.562482 346486.534039 -1.071807 4.108321 3.048873 2.673864 -449.530038
159 3187967.880729 357424.475068 3177.646436 -17084.431556 346486.534039 -1.071807 4.108321 1.828511 -1.220362 -92.841978
160 2592605.567471 365042.312348 7617.837280 -13906.785121 346486.534039 -1.072804 4.108321 2.112121 0.283610 -3352.878401
161 1169229.698753 360421.589758 -4620.722590 -6288.947841 346486.534039 -1.075742 4.108321 4.084708 1.972587 1610.468026
162 2028306.005048 365975.293733 5553.703975 -10909.670430 346486.534039 -1.075742 4.108321 4.007627 -0.077080 1740.365250
163 993243.388483 366866.756259 891.462526 -5355.966455 346486.534039 -1.078480 4.108321 5.094881 1.087253 -2761.137673
164 827236.651931 363726.056496 -3140.699763 -4464.503929 346486.534039 -1.079378 4.108321 1.887995 -3.206886 -220.611176
165 1409183.044643 355468.562465 -8257.494031 -7605.203693 346486.534039 -1.079378 4.108321 5.784231 3.896236 -1214.043806
166 2939230.240013 365566.843634 10098.281170 -15862.697724 346486.534039 -1.079378 4.108321 3.349425 -2.434806 -9440.194803
167 1064710.996325 351263.271714 -14303.571920 -5764.416555 346486.534039 -1.082813 4.108321 2.290613 -1.058812 -131.303745
168 3706638.443119 358973.584658 7710.312945 -20067.988475 346486.534039 -1.082813 4.108321 1.830020 -0.460593 4510.866457
169 2278136.123736 362338.319226 3364.734567 -12357.675530 346486.534039 -1.084894 4.108321 3.954369 2.124349 -998.527668
170 1655593.760233 363655.077209 1316.757983 -8992.940963 346486.534039 -1.086370 4.108321 2.032218 -1.922151 -1802.977585
171 1412145.751287 358625.814897 -5029.262312 -7676.182980 346486.534039 -1.087166 4.108321 0.405583 -1.626635 2329.435114
172 2337351.862812 367680.476623 9054.661726 -12705.445292 346486.534039 -1.087166 4.108321 0.385976 -0.019607 -3249.198363
173 669230.185092 357452.626635 -10227.849988 -3650.783566 346486.534039 -1.091040 4.108321 5.942918 5.556942 212.902057
174 2544111.513002 356830.959556 -621.667079 -13878.633554 346486.534039 -1.091040 4.108321 4.326727 -1.616192 7167.498244
175 2658070.165094 366084.539007 9253.579451 -14500.300633 346486.534039 -1.091040 4.108321 3.724455 -0.602271 2204.795772
176 958724.595957 358954.304675 -7130.234332 -5246.721181 346486.534039 -1.094521 4.108321 2.367415 -1.357041 2034.394999
177 2261620.403259 353897.164903 -5057.139773 -12376.955513 346486.534039 -1.094521 4.108321 5.882702 3.515288 -2785.418023
178 3185703.105205 366339.848512 12442.683610 -17434.095286 346486.534039 -1.094521 4.108321 3.126963 -2.755739 -7599.097516
179 908829.167647 367963.104391 1623.255878 -4991.411676 346486.534039 -1.098427 4.108321 3.724876 0.597913 126.261619
180 612273.450100 358796.670527 -9166.433864 -3368.155798 346486.534039 -1.100213 4.108321 5.433526 1.708650 -1096.149459
181 2278575.255572 363653.365644 4856.695118 -12534.589662 346486.534039 -1.100213 4.108321 1.977871 -3.455654 -824.225487
182 1393011.963108 376490.997538 12837.631894 -7677.894544 346486.534039 -1.102344 4.108321 5.586620 3.608749 1297.944922
183 1000.000000 359250.284820 -17240.712718 5159.737349 346486.534039 -1.111560 4.108321 4.381630 -1.204990 -1.204990
184 2173697.163756 353571.626100 -5678.658720 -12080.975369 346486.534039 -1.111560 4.108321 6.250032 1.868402 -4000.454332
185 3195442.840419 353884.932093 313.305994 -17759.634089 346486.534039 -1.111560 4.108321 0.155044 -6.094987 -3751.183520
186 3138793.677289 360687.829307 6802.897213 -17446.328095 346486.534039 -1.111658 4.108321 6.078895 5.923850 -4687.206993
187 1911148.674651 357410.469925 -3277.359382 -10643.430882 346486.534039 -1.113826 4.108321 1.257320 -4.821575 3004.824187
188 2499635.705680 358709.436978 1298.967054 -13920.790264 346486.534039 -1.113826 4.108321 1.217271 -0.040049 -951.235572
189 2265334.538789 362817.012171 4107.575193 -12621.823210 346486.534039 -1.114345 4.108321 0.332920 -0.884351 991.858927
190 1525634.331583 348009.691526 -14807.320646 -8514.248017 346486.534039 -1.116158 4.108321 2.697068 2.364148 1504.045437
191 4178899.386853 355453.184884 7443.493359 -23321.568663 346486.534039 -1.116158 4.108321 5.986050 3.288982 -2006.736045
192 2840596.201587 354858.331925 -594.852959 -15878.075305 346486.534039 -1.117940 4.108321 1.095852 -4.890198 -1401.949040
193 2947015.715504 350923.352631 -3934.979294 -16472.928264 346486.534039 -1.117940 4.108321 5.817013 4.721161 3868.880125
194 3650985.625060 359847.099920 8923.747289 -20407.907558 346486.534039 -1.117940 4.108321 1.871881 -3.945132 -5216.449514
195 2050040.344803 358317.677739 -1529.422181 -11484.160268 346486.534039 -1.120384 4.108321 3.132000 1.260118 -501.375520
196 2323057.883929 358079.034314 -238.643426 -13013.582449 346486.534039 -1.120384 4.108321 4.315014 1.183015 2464.191655
197 2365658.182000 358895.332030 816.297717 -13252.225875 346486.534039 -1.120384 4.108321 4.563541 0.248527 -3967.285299
198 2219257.172584 356286.350537 -2608.981494 -12435.928158 346486.534039 -1.120729 4.108321 2.782741 -1.780800 -2030.531951
199 2684843.723008 356710.985173 424.634636 -15044.909652 346486.534039 -1.120729 4.108321 4.544158 1.761417 -5159.538850
200 2608697.280170 357149.091656 438.106483 -14620.275016 346486.534039 -1.120887 4.108321 2.596092 -1.948065 54.600602
201 2530146.804295 363816.217434 6667.125778 -14182.168533 346486.534039 -1.121055 4.108321 5.046865 2.450772 2622.539045
202 1337565.041156 361888.871538 -1927.345896 -7515.042754 346486.534039 -1.123690 4.108321 5.107613 0.060748 -625.906638
203 1680603.740603 369331.985100 7443.113562 -9442.388650 346486.534039 -1.123690 4.108321 5.194911 0.087297 546.724419
204 354444.037439 361956.053432 -7375.931668 -1999.275089 346486.534039 -1.128119 4.108321 0.529095 -4.665816 1151.440280
205 1662095.503317 363429.120240 1473.066808 -9375.206757 346486.534039 -1.128119 4.108321 3.558754 3.029660 -2234.618633
206 1399841.232008 350227.415912 -13201.704329 -7902.139948 346486.534039 -1.129005 4.108321 5.832892 2.274138 3577.406578
207 3738484.963001 354125.664655 3898.248743 -21103.844277 346486.534039 -1.129005 4.108321 1.051521 -4.781371 4324.333306
208 3045109.051062 364020.422203 9894.757548 -17205.595534 346486.534039 -1.130048 4.108321 3.697170 2.645648 8384.414848
209 1290188.900836 357779.264403 -6241.157799 -7310.837986 346486.534039 -1.133297 4.108321 1.829214 -1.867956 -2204.641241
210 2391604.707932 351764.795082 -6014.469321 -13551.995785 346486.534039 -1.133297 4.108321 2.756391 0.927177 -2065.470385
211 3453015.394027 360030.530212 8265.735130 -19566.465106 346486.534039 -1.133297 4.108321 4.947330 2.190940 -4669.827219
212 1990106.332499 363755.589936 3725.059723 -11300.729976 346486.534039 -1.135691 4.108321 0.510237 -4.437094 3388.482972
213 1331912.372836 353917.283768 -9838.306168 -7575.670253 346486.534039 -1.137563 4.108321 1.447766 0.937529 3035.716032
214 3061628.856739 352896.627280 -1020.656488 -17413.976421 346486.534039 -1.137563 4.108321 2.915164 1.467398 3224.741461
215 3241075.025723 366196.880321 13300.253041 -18434.632909 346486.534039 -1.137563 4.108321 1.930555 -0.984609 -7042.013263
216 899453.525727 362773.325337 -3423.554984 -5134.379868 346486.534039 -1.141667 4.108321 2.503055 0.572500 -393.991099
217 1499200.463081 360281.477440 -2491.847896 -8557.934852 346486.534039 -1.141667 4.108321 4.947624 2.444569 -3017.096441
218 1935728.619033 362785.054354 2503.576914 -11049.782748 346486.534039 -1.141667 4.108321 3.570892 -1.376732 5603.224562
219 1495451.603379 356385.394554 -6399.659800 -8546.205835 346486.534039 -1.142960 4.108321 0.580165 -2.990727 -3949.991430
220 2615291.412223 361582.055106 5196.660552 -14945.865634 346486.534039 -1.142960 4.108321 3.374617 2.794452 643.679354
221 1702996.900076 354100.621388 -7481.433718 -9749.205082 346486.534039 -1.144947 4.108321 1.119638 -2.254980 -6765.201646
222 3009858.159297 354109.667220 9.045832 -17230.638801 346486.534039 -1.144947 4.108321 2.810660 1.691022 3771.602206
223 3008270.131483 363527.907415 9418.240195 -17221.592968 346486.534039 -1.144950 4.108321 5.422631 2.611971 -2326.728669
224 1359373.583111 356712.071017 -6815.836398 -7803.352774 346486.534039 -1.148081 4.108321 6.049479 0.626848 987.086941
